player,date,time,item,itemID,itemString,response,votes,class,instance,boss,gear1,gear2,responseID,isAwardReason,rollType,subType,equipLoc,note,owner
Ol̫rin-Netherwind,4/16/20,20:53:00,[Arcanist Robes],16798,item:16798::::::::60,Mainspec /Need,5,MAGE,Molten Core-40 Player,Golemagg the Incinerator,[Robe of the Archmage],,2,FALSE,normal,Cloth,Chest,,Golemagg the Incinerator
Ol̫rin-Netherwind,4/17/20,1:30:16,[Heart of Hakkar],19802,item:19802::::::::60,Mainspec/Need,3,MAGE,Zul'Gurub-20 Player,Hakkar,,,1,FALSE,normal,Quest,,,Hakkar
Ol̫rin-Netherwind,4/19/20,20:56:26,[Sapphiron Drape],17078,item:17078::::::::60,Mainspec /Need,3,MAGE,Onyxia's Lair-40 Player,Onyxia,[Master's Cloak of Frozen Wrath],,2,FALSE,normal,Cloth,Back,,Onyxia
Ol̫rin-Netherwind,4/23/20,19:30:17,[Arcanist Boots],16800,item:16800::::::::60,Best Available,4,MAGE,Molten Core-40 Player,Lucifron,[Dragonrider Boots],,1,FALSE,normal,Cloth,Feet,,Lucifron
Ol̫rin-Netherwind,4/26/20,15:39:29,[Netherwind Bindings],16918,item:16918::::::::60,Best Available,7,MAGE,Blackwing Lair-40 Player,Razorgore the Untamed,[Zandalar Illusionist's Wraps],,1,FALSE,normal,Cloth,Wrist,,Razorgore the Untamed
Ol̫rin-Netherwind,4/30/20,20:36:52,[Arcanist Crown],16795,item:16795::::::::60,Best Available,3,MAGE,Molten Core-40 Player,Garr,[Crimson Felt Hat],,1,FALSE,normal,Cloth,Head,,Garr
Lyshan-Netherwind,3/14/20,21:38:10,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec /Need,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,,,2,FALSE,normal,Bag,Bag,,Onyxia
Lyshan-Netherwind,3/22/20,16:11:39,[Red Dragonscale Protector],19348,item:19348::::::::60,Minor Upgrade,7,SHAMAN,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,[Lei of the Lifegiver],,3,FALSE,normal,Shields,Off Hand,would be nice for solo content,Vaelastrasz the Corrupt
Lyshan-Netherwind,3/26/20,19:46:52,[Direwing Legguards],13075,item:13075::::::::60,Offspec / PvP,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,[Padre's Trousers],,4,FALSE,normal,Plate,Legs,,Onyxia
Lyshan-Netherwind,04/02/20,20:10:10,[Earthfury Belt],16838,item:16838::::::::60,Mainspec /Need,7,SHAMAN,Molten Core-40 Player,Garr,[Whipvine Cord],,2,FALSE,normal,Mail,Waist,,Garr
Lyshan-Netherwind,04/02/20,21:29:12,[Spaulders of the Unseen],13116,item:13116::::::::60,Offspec / PvP,0,SHAMAN,Molten Core-40 Player,Ragnaros,[Wild Growth Spaulders],,4,FALSE,normal,Leather,Shoulder,,Ragnaros
Lyshan-Netherwind,04/05/20,16:36:46,[Belt of Ten Storms],16944,item:16944::::::::60,Best Available,8,SHAMAN,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,[Whipvine Cord],,1,FALSE,normal,Mail,Waist,will give me 3 piece bonus,Vaelastrasz the Corrupt
Lyshan-Netherwind,04/05/20,21:25:56,[Shard of the Scale],17064,item:17064::::::::60,Best Available,5,SHAMAN,Onyxia's Lair-40 Player,Onyxia,[Enamored Water Spirit],[Royal Seal of Eldre'Thalas],1,FALSE,normal,Miscellaneous,Trinket,,Onyxia
Lyshan-Netherwind,4/19/20,18:35:07,[Greaves of Ten Storms],16949,item:16949::::::::60,Mainspec /Need,8,SHAMAN,Blackwing Lair-40 Player,Broodlord Lashlayer,[Dragonrider Boots],,2,FALSE,normal,Mail,Feet,,Broodlord Lashlayer
Lyshan-Netherwind,4/19/20,11:57:01,[Bloodstained Greaves],19919,item:19919::::::::60,Pass,0,SHAMAN,Zul'Gurub-20 Player,High Priestess Mar'li,[Dragonrider Boots],,PASS,FALSE,normal,Mail,Feet,,High Priestess Mar'li
Lyshan-Netherwind,4/30/20,19:29:40,[Earthfury Legguards],16843,item:16843::::::::60,Offspec / PvP,4,SHAMAN,Molten Core-40 Player,Magmadar,[Legplates of Ten Storms],,4,FALSE,normal,Mail,Legs,,Magmadar
Lyshan-Netherwind,4/30/20,20:29:27,[Earthfury Vestments],16841,item:16841::::::::60,Offspec / PvP,4,SHAMAN,Molten Core-40 Player,Golemagg the Incinerator,[Robes of the Exalted],,4,FALSE,normal,Mail,Chest,,Golemagg the Incinerator
Lyshan-Netherwind,4/30/20,20:47:26,[Cauterizing Band],19140,item:19140::::::::60,Best Available,3,SHAMAN,Molten Core-40 Player,Majordomo Executus,[Fordring's Seal],[Rosewine Circle],1,FALSE,normal,Miscellaneous,Finger,,Majordomo Executus
Magnon-Netherwind,04/09/20,20:17:49,[Arcanist Mantle],16797,item:16797::::::::60,Mainspec /Need,5,MAGE,Molten Core-40 Player,Baron Geddon,[Kentic Amice],,2,FALSE,normal,Cloth,Shoulder,,Baron Geddon
Magnon-Netherwind,04/09/20,21:43:57,[Band of Sulfuras],19138,item:19138::::::::60,Minor Upgrade,3,MAGE,Molten Core-40 Player,Ragnaros,[Band of the Unicorn],[Flaming Band of the Owl],3,FALSE,normal,Miscellaneous,Finger,,Ragnaros
Magnon-Netherwind,4/16/20,20:21:14,[Arcanist Crown],16795,item:16795::::::::60,Best Available,5,MAGE,Molten Core-40 Player,Garr,[Crimson Felt Hat],,1,FALSE,normal,Cloth,Head,,Garr
Magnon-Netherwind,4/16/20,21:20:50,[Netherwind Pants],16915,item:16915::::::::60,Best Available,4,MAGE,Molten Core-40 Player,Ragnaros,[Skyshroud Leggings],,1,FALSE,normal,Cloth,Legs,,Ragnaros
Magnon-Netherwind,4/19/20,15:34:46,[Netherwind Bindings],16918,item:16918::::::::60,Best Available,6,MAGE,Blackwing Lair-40 Player,Razorgore the Untamed,[Shizzle's Nozzle Wiper],,1,FALSE,normal,Cloth,Wrist,,Razorgore the Untamed
Magnon-Netherwind,4/26/20,16:53:15,[Firemaw's Clutch],19400,item:19400::::::::60,Mainspec /Need,3,MAGE,Blackwing Lair-40 Player,Firemaw,[Arcanist Belt],,2,FALSE,normal,Cloth,Waist,,Firemaw
Magnon-Netherwind,4/29/20,12:29:26,[Primal Hakkari Bindings],19716,item:19716::::::::60,Minor Upgrade,6,MAGE,Zul'Gurub-20 Player,High Priestess Jeklik,,,3,FALSE,normal,Quest,,,High Priestess Jeklik
Casualties-Netherwind,3/22/20,19:18:41,[Arcanist Belt],16802,item:16802::::::::60,Mainspec /Need,4,MAGE,Molten Core-40 Player,Garr,[Ban'thok Sash],,2,FALSE,normal,Cloth,Waist,,Garr
Kazushi-Netherwind,03/07/20,21:50:12,[Head of Onyxia],18422,item:18422::::::::60,Mainspec/Need,2,ROGUE,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Quest,,,Onyxia
Kazushi-Netherwind,3/15/20,19:14:16,[Brutality Blade],18832,item:18832::::::::60,Best Available,3,ROGUE,Molten Core-40 Player,Garr,[Krol Blade],[Dal'Rend's Tribal Guardian],1,FALSE,normal,One-Handed Swords,One-Hand,,Garr
Kazushi-Netherwind,3/22/20,19:56:52,[Shadowstrike],17074,item:17074::::::::60,Banking,0,ROGUE,Molten Core-40 Player,Unknown,[Brutality Blade],[Dal'Rend's Tribal Guardian],2,TRUE,normal,Polearms,Two-Hand,,Kazushi-Netherwind
Kazushi-Netherwind,3/22/20,20:36:56,[Scarlet Kris],5267,item:5267::::::::60,Mainspec /Need,4,ROGUE,Molten Core-40 Player,Ragnaros,[Brutality Blade],[Dal'Rend's Tribal Guardian],2,FALSE,normal,Daggers,One-Hand,"I WANNA GO DAGGERS, im about to have lobo",Ragnaros
Kazushi-Netherwind,04/02/20,21:06:08,[Nightslayer Chestpiece],16820,item:16820::::::::60,Best Available,7,ROGUE,Molten Core-40 Player,Golemagg the Incinerator,[Mixologist's Tunic],,1,FALSE,normal,Leather,Chest,"This would be a HUGE upgrade, as i only have BRD(lvl50) Chest. P",Golemagg the Incinerator
Kazushi-Netherwind,3/15/20,21:29:14,[Aegis of Stormwind],1203,item:1203::::::::60,Offspec / PvP,1,ROGUE,Onyxia's Lair-40 Player,Onyxia,[Dal'Rend's Tribal Guardian],,4,FALSE,normal,Shields,Off Hand,,Onyxia
Kazushi-Netherwind,04/09/20,22:20:33,[Vis'kag the Bloodletter],17075,item:17075::::::::60,Best Available,6,ROGUE,Onyxia's Lair-40 Player,Onyxia,[Brutality Blade],[Dal'Rend's Tribal Guardian],1,FALSE,normal,One-Handed Swords,One-Hand,Only sword rogue that needs it,Onyxia
Kazushi-Netherwind,4/19/20,18:36:13,[Bloodfang Boots],16906,item:16906::::::::60,Best Available,5,ROGUE,Blackwing Lair-40 Player,Broodlord Lashlayer,[Mongoose Boots],,1,FALSE,normal,Leather,Feet,Would be my first Tier 2 piece :D,Broodlord Lashlayer
Kazushi-Netherwind,4/23/20,19:37:08,[Nightslayer Pants],16822,item:16822::::::::60,Mainspec /Need,5,ROGUE,Molten Core-40 Player,Magmadar,[Blademaster Leggings],,2,FALSE,normal,Leather,Legs,5/8 SET BONUS,Magmadar
Kazushi-Netherwind,4/23/20,20:02:32,[Nightslayer Cover],16821,item:16821::::::::60,Mainspec /Need,4,ROGUE,Molten Core-40 Player,Garr,[Mask of the Unforgiven],,2,FALSE,normal,Leather,Head,Think im the only one who needs it,Garr
Kazushi-Netherwind,4/26/20,19:15:20,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec /Need,0,ROGUE,Onyxia's Lair-40 Player,Unknown,,,2,FALSE,normal,Bag,Bag,,Kazushi-Netherwind
Denthance-Netherwind,4/30/20,20:20:16,[Mantle of Prophecy],16816,item:16816::::::::60,Mainspec /Need,3,PRIEST,Molten Core-40 Player,Sulfuron Harbinger,[Kentic Amice],,2,FALSE,normal,Cloth,Shoulder,,Sulfuron Harbinger
Denthance-Netherwind,4/30/20,20:47:36,[The Eye of Divinity],18646,item:18646::::::::60,Best Available,4,PRIEST,Molten Core-40 Player,Majordomo Executus,[Nifty Stopwatch],[Shard of Afrasa],1,FALSE,normal,Miscellaneous,Trinket,,Majordomo Executus
Bobulak-Netherwind,04/02/20,21:06:16,[Breastplate of Might],16865,item:16865::::::::60,Offline or RCLootCouncil not installed,5,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,,,NOTHING,FALSE,normal,Plate,Chest,,Golemagg the Incinerator
Bobulak-Netherwind,04/09/20,22:20:16,[Ring of Binding],18813,item:18813::::::::60,Minor Upgrade,4,WARRIOR,Onyxia's Lair-40 Player,Onyxia,[Blackstone Ring],[Painweaver Band],3,FALSE,normal,Miscellaneous,Finger,off spec,Onyxia
Bobulak-Netherwind,4/16/20,20:55:12,[Flameguard Gauntlets],19143,item:19143::::::::60,Minor Upgrade,4,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,[Devilsaur Gauntlets],,3,FALSE,normal,Plate,Hands,if ill get the belt from ubrs...:D,Golemagg the Incinerator
Bobulak-Netherwind,4/16/20,21:54:31,[Head of Onyxia],18422,item:18422::::::::60,Best Available,4,WARRIOR,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Quest,,i do think its bis if im wrong...dont count it,Onyxia
Bobulak-Netherwind,4/16/20,23:24:39,[Primal Hakkari Armsplint],19717,item:19717::::::::60,Mainspec/Need,3,WARRIOR,Zul'Gurub-20 Player,High Priestess Mar'li,,,1,FALSE,normal,Quest,,,High Priestess Mar'li
Bobulak-Netherwind,4/17/20,0:22:36,[Arlokk's Grasp],19910,item:19910::::::::60,Offspec/Greed,2,WARRIOR,Zul'Gurub-20 Player,High Priestess Arlokk,[Serathil],,2,FALSE,normal,Fist Weapons,Off Hand,,High Priestess Arlokk
Bobulak-Netherwind,4/23/20,23:01:15,[Blooddrenched Mask],22718,item:22718::::::::60,Mainspec /Need,1,WARRIOR,Zul'Gurub-20 Player,High Priest Venoxis,[Crown of Tyranny],,2,FALSE,normal,Leather,Head,,High Priest Venoxis
Bobulak-Netherwind,4/23/20,23:26:20,[Bloodsoaked Pauldrons],19878,item:19878::::::::60,Mainspec /Need,2,WARRIOR,Zul'Gurub-20 Player,Bloodlord Mandokir,[Spaulders of Valor],,2,FALSE,normal,Plate,Shoulder,,Bloodlord Mandokir
Bobulak-Netherwind,4/26/20,19:19:48,[Helm of Wrath],16963,item:16963::::::::60,Offspec / PvP,3,WARRIOR,Onyxia's Lair-40 Player,Unknown,[Blooddrenched Mask],,4,FALSE,normal,Plate,Head,off spec,Bobulak-Netherwind
Bobulak-Netherwind,4/30/20,19:29:27,[Eskhandar's Right Claw],18203,item:18203::::::::60,Minor Upgrade,3,WARRIOR,Molten Core-40 Player,Magmadar,[Axe of the Deep Woods],,3,FALSE,normal,Fist Weapons,Main Hand,,Magmadar
Bobulak-Netherwind,4/30/20,20:29:36,[Blastershot Launcher],17072,item:17072::::::::60,Minor Upgrade,3,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,[Satyr's Bow],,3,FALSE,normal,Guns,,,Golemagg the Incinerator
Visceron-Netherwind,3/15/20,16:53:25,[Spineshatter],19335,item:19335::::::::60,Mainspec /Need,3,WARRIOR,Blackwing Lair-40 Player,Razorgore the Untamed,[Core Hound Tooth],,2,FALSE,normal,One-Handed Maces,Main Hand,,Razorgore the Untamed
Visceron-Netherwind,3/15/20,19:12:41,[Cenarion Helm],16834,item:16834::::::::60,Disenchant,1,WARRIOR,Molten Core-40 Player,Garr,[Lionheart Helm],,1,TRUE,normal,Leather,Head,,Garr
Visceron-Netherwind,3/22/20,18:22:13,[Cenarion Boots],16829,item:16829::::::::60,Disenchant,0,WARRIOR,Molten Core-40 Player,Lucifron,[Sabatons of Might],,1,TRUE,normal,Leather,Feet,,Lucifron
Visceron-Netherwind,3/22/20,18:27:55,[Cenarion Leggings],16835,item:16835::::::::60,Disenchant,1,WARRIOR,Molten Core-40 Player,Magmadar,[Legplates of Wrath],,1,TRUE,normal,Leather,Legs,,Magmadar
Visceron-Netherwind,3/22/20,20:09:00,[Aged Core Leather Gloves],18823,item:18823::::::::60,Mainspec /Need,5,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,[Gauntlets of Might],,2,FALSE,normal,Leather,Hands,Dagger Tanking,Golemagg the Incinerator
Visceron-Netherwind,3/22/20,20:36:43,[Essence of the Pure Flame],18815,item:18815::::::::60,Mainspec /Need,7,WARRIOR,Molten Core-40 Player,Ragnaros,[Blazing Emblem],[Blazing Emblem],2,FALSE,normal,Miscellaneous,Trinket,Suppression tanking,Ragnaros
Visceron-Netherwind,3/29/20,17:02:18,[Sabatons of Wrath],16965,item:16965::::::::60,Best Available,4,WARRIOR,Blackwing Lair-40 Player,Broodlord Lashlayer,[Sabatons of Might],,1,FALSE,normal,Plate,Feet,,Broodlord Lashlayer
Visceron-Netherwind,3/29/20,18:55:30,[Giantstalker's Helmet],16846,item:16846::::::::60,Disenchant,0,WARRIOR,Molten Core-40 Player,Garr,[Lionheart Helm],,1,TRUE,normal,Mail,Head,,Garr
Visceron-Netherwind,3/29/20,18:58:12,[Formula: Enchant Weapon - Spell Power],18259,item:18259::::::::60,Best Available,3,WARRIOR,Molten Core-40 Player,Garr,,,1,FALSE,normal,Enchanting,,,Garr
Visceron-Netherwind,03/07/20,20:35:04,[Bonereaver's Edge],17076,item:17076::::::::60,Disenchant,1,WARRIOR,Eastern Kingdoms-,Unknown,[Core Hound Tooth],[Drillborer Disk],1,TRUE,normal,Two-Handed Swords,Two-Hand,,Visceron-Netherwind
Visceron-Netherwind,04/09/20,19:30:16,[Felheart Gloves],16805,item:16805::::::::60,Disenchant,0,WARRIOR,Molten Core-40 Player,Lucifron,[Aged Core Leather Gloves],,1,TRUE,normal,Cloth,Hands,,Lucifron
Visceron-Netherwind,04/09/20,19:30:27,[Cenarion Boots],16829,item:16829::::::::60,Disenchant,0,WARRIOR,Molten Core-40 Player,Lucifron,[Sabatons of Wrath],,1,TRUE,normal,Leather,Feet,,Lucifron
Visceron-Netherwind,04/09/20,20:16:37,[Earthfury Epaulets],16844,item:16844::::::::60,Disenchant,0,WARRIOR,Molten Core-40 Player,Baron Geddon,[Volcanic Shoulders],,1,TRUE,normal,Mail,Shoulder,,Baron Geddon
Visceron-Netherwind,04/09/20,21:42:37,[Stormrage Legguards],16901,item:16901::::::::60,Disenchant,1,WARRIOR,Molten Core-40 Player,Ragnaros,[Dark Iron Leggings],,1,TRUE,normal,Leather,Legs,,Ragnaros
Visceron-Netherwind,4/16/20,21:54:21,[Onyxia Hide Backpack],17966,item:17966::::::::60,Best Available,0,WARRIOR,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Bag,Bag,,Onyxia
Visceron-Netherwind,4/26/20,17:32:53,[Dragonbreath Hand Cannon],19368,item:19368::::::::60,Minor Upgrade,6,WARRIOR,Blackwing Lair-40 Player,Ebonroc,[Carapace Spine Crossbow],,3,FALSE,normal,Guns,,,Ebonroc
Berniesandrs-Netherwind,3/26/20,19:47:26,[Head of Onyxia],18422,item:18422::::::::60,Best Available,8,WARRIOR,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Quest,,,Onyxia
Berniesandrs-Netherwind,3/29/20,19:34:22,[Pauldrons of Might],16868,item:16868::::::::60,Minor Upgrade,6,WARRIOR,Molten Core-40 Player,Unknown,[Truestrike Shoulders],,3,FALSE,normal,Plate,Shoulder,,Berniesandrs-Netherwind
Berniesandrs-Netherwind,04/02/20,20:54:22,[Bracers of Might],16861,item:16861::::::::60,Minor Upgrade,6,WARRIOR,Molten Core-40 Player,Sulfuron Harbinger,[Battleborn Armbraces],,3,FALSE,normal,Plate,Wrist,,Sulfuron Harbinger
Berniesandrs-Netherwind,04/05/20,21:25:01,[Book: Gift of the Wild],17682,item:17682::::::::60,Offspec / PvP,1,WARRIOR,Onyxia's Lair-40 Player,Onyxia,,,4,FALSE,normal,Book,,,Onyxia
Berniesandrs-Netherwind,4/12/20,18:39:56,[Doom's Edge],19362,item:19362::::::::60,Mainspec /Need,4,WARRIOR,Blackwing Lair-40 Player,Unknown,[Vis'kag the Bloodletter],[Brutality Blade],2,FALSE,normal,One-Handed Axes,One-Hand,would replace brut with it for sure,Berniesandrs-Netherwind
Berniesandrs-Netherwind,4/19/20,13:06:27,[Bloodsoaked Greaves],19913,item:19913::::::::60,Offspec / PvP,3,WARRIOR,Zul'Gurub-20 Player,High Priestess Arlokk,[Bloodmail Boots],,4,FALSE,normal,Plate,Feet,tank set not priority,High Priestess Arlokk
Berniesandrs-Netherwind,4/26/20,18:39:26,[Chromatic Boots],19387,item:19387::::::::60,Best Available,7,WARRIOR,Blackwing Lair-40 Player,Chromaggus,[Bloodmail Boots],,1,FALSE,normal,Plate,Feet,massive upgrade huge bis,Chromaggus
Kazzi-Netherwind,4/23/20,23:40:17,[Band of Jin],19925,item:19925::::::::60,Mainspec /Need,2,ROGUE,Zul'Gurub-20 Player,High Priestess Mar'li,[Masons Fraternity Ring],[Myrmidon's Signet],2,FALSE,normal,Miscellaneous,Finger,,High Priestess Mar'li
Kazzi-Netherwind,4/24/20,0:15:27,[Seal of Jin],19898,item:19898::::::::60,Mainspec /Need,2,ROGUE,Zul'Gurub-20 Player,High Priest Thekal,[Band of Jin],[Myrmidon's Signet],2,FALSE,normal,Miscellaneous,Finger,Set bonus,High Priest Thekal
Lorewee-Netherwind,3/15/20,20:04:28,[Staff of Dominance],18842,item:18842::::::::60,Best Available,4,MAGE,Molten Core-40 Player,Golemagg the Incinerator,[Rod of the Ogre Magi],,1,FALSE,normal,Staves,Two-Hand,,Golemagg the Incinerator
Lorewee-Netherwind,3/29/20,19:15:51,[Arcanist Gloves],16801,item:16801::::::::60,Mainspec /Need,7,MAGE,Molten Core-40 Player,Shazzrah,[Magister's Gloves],,2,FALSE,normal,Cloth,Hands,,Shazzrah
Lorewee-Netherwind,3/29/20,20:07:35,[Netherwind Pants],16915,item:16915::::::::60,Best Available,5,MAGE,Molten Core-40 Player,Ragnaros,[Arcanist Leggings],,1,FALSE,normal,Cloth,Legs,,Ragnaros
Lorewee-Netherwind,04/05/20,16:37:02,[Mind Quickening Gem],19339,item:19339::::::::60,Best Available,8,MAGE,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,[Briarwood Reed],[Talisman of Ephemeral Power],1,FALSE,normal,Miscellaneous,Trinket,,Vaelastrasz the Corrupt
Lorewee-Netherwind,4/16/20,21:54:41,[Netherwind Crown],16914,item:16914::::::::60,Mainspec /Need,5,MAGE,Onyxia's Lair-40 Player,Onyxia,[Arcanist Crown],,2,FALSE,normal,Cloth,Head,3 set,Onyxia
Lorewee-Netherwind,4/24/20,0:31:58,[Primal Hakkari Shawl],19721,item:19721::::::::60,Minor Upgrade,2,MAGE,Zul'Gurub-20 Player,High Priestess Arlokk,,,3,FALSE,normal,Quest,,,High Priestess Arlokk
Helaz-Netherwind,4/19/20,13:07:27,[Primal Hakkari Sash],19720,item:19720::::::::60,Candidate didn't respond on time,2,PRIEST,Zul'Gurub-20 Player,High Priestess Arlokk,,,TIMEOUT,FALSE,normal,Quest,,,High Priestess Arlokk
Helaz-Netherwind,4/30/20,20:29:10,[Robes of Prophecy],16815,item:16815::::::::60,Mainspec /Need,5,PRIEST,Molten Core-40 Player,Golemagg the Incinerator,[Dreadmist Robe],,2,FALSE,normal,Cloth,Chest,,Golemagg the Incinerator
Dotzondeck-Netherwind,3/15/20,19:53:03,[Ring of Spell Power],19147,item:19147::::::::60,Best Available,5,WARLOCK,Molten Core-40 Player,Sulfuron Harbinger,[Eye of Orgrimmar],[Underworld Band],1,FALSE,normal,Miscellaneous,Finger,,Sulfuron Harbinger
Dotzondeck-Netherwind,3/15/20,20:15:40,[Fireproof Cloak],18811,item:18811::::::::60,Minor Upgrade,4,WARLOCK,Molten Core-40 Player,Majordomo Executus,[Resplendent Cloak of Shadow Wrath],,3,FALSE,normal,Cloth,Back,good fr,Majordomo Executus
Dotzondeck-Netherwind,3/22/20,16:11:20,[Nemesis Belt],16933,item:16933::::::::60,Best Available,7,WARLOCK,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,[Ban'thok Sash],,1,FALSE,normal,Cloth,Waist,,Vaelastrasz the Corrupt
Dotzondeck-Netherwind,3/29/20,15:24:25,[Nemesis Bracers],16934,item:16934::::::::60,Offline or RCLootCouncil not installed,5,WARLOCK,Blackwing Lair-40 Player,Razorgore the Untamed,,,NOTHING,FALSE,normal,Cloth,Wrist,,Razorgore the Untamed
Dotzondeck-Netherwind,04/02/20,22:57:42,[Onyxia Hide Backpack],17966,item:17966::::::::60,Best Available,0,WARLOCK,Onyxia's Lair-40 Player,Onyxia,,,1,FALSE,normal,Bag,Bag,,Onyxia
Dotzondeck-Netherwind,3/14/20,21:35:23,[Elven Spirit Claws],2564,item:2564::::::::60,Offspec / PvP,0,WARLOCK,Onyxia's Lair-40 Player,Onyxia,[Felcloth Gloves],,4,FALSE,normal,Leather,Hands,,Onyxia
Dotzondeck-Netherwind,04/02/20,19:37:38,[Talisman of Ephemeral Power],18820,item:18820::::::::60,Best Available,5,WARLOCK,Molten Core-40 Player,Magmadar,[Briarwood Reed],[Eye of the Beast],1,FALSE,normal,Miscellaneous,Trinket,,Magmadar
Dotzondeck-Netherwind,04/09/20,22:20:08,[Nemesis Skullcap],16929,item:16929::::::::60,Best Available,4,WARLOCK,Onyxia's Lair-40 Player,Onyxia,[Councillor's Circlet of Shadow Wrath],,1,FALSE,normal,Cloth,Head,OMG PLZZZZZZZZZZZZZZ,Onyxia
Dotzondeck-Netherwind,4/12/20,17:26:11,[Bracers of Arcane Accuracy],19374,item:19374::::::::60,Best Available,4,WARLOCK,Blackwing Lair-40 Player,Broodlord Lashlayer,[Nemesis Bracers],,1,FALSE,normal,Cloth,Wrist,,Broodlord Lashlayer
Dotzondeck-Netherwind,4/16/20,19:19:52,[Felheart Gloves],16805,item:16805::::::::60,Minor Upgrade,5,WARLOCK,Molten Core-40 Player,Lucifron,[Felcloth Gloves],,3,FALSE,normal,Cloth,Hands,would take for FR gloves,Lucifron
Dotzondeck-Netherwind,4/17/20,0:53:37,[Primal Hakkari Idol],22637,item:22637::::::::60,Offspec/Greed,0,WARLOCK,Zul'Gurub-20 Player,Jin'do the Hexxer,,,2,FALSE,normal,Junk,,bis both,Jin'do the Hexxer
Dotzondeck-Netherwind,4/17/20,1:30:29,[Cloak of Consumption],19857,item:19857::::::::60,Mainspec/Need,2,WARLOCK,Zul'Gurub-20 Player,Hakkar,[Resplendent Cloak of Shadow Wrath],,1,FALSE,normal,Cloth,Back,,Hakkar
Dotzondeck-Netherwind,4/19/20,12:39:29,[Gri'lek's Blood],19939,item:19939::::::::60,Mainspec /Need,2,WARLOCK,Zul'Gurub-20 Player,Edge of Madness,,,2,FALSE,normal,Quest,,,Edge of Madness
Dotzondeck-Netherwind,4/19/20,13:34:00,[Jin'do's Bag of Whammies],19891,item:19891::::::::60,Best Available,3,WARLOCK,Zul'Gurub-20 Player,Jin'do the Hexxer,[Tome of Shadow Force],,1,FALSE,normal,Miscellaneous,Held In Off-hand,,Jin'do the Hexxer
Dotzondeck-Netherwind,4/23/20,20:38:37,[Felheart Slippers],16803,item:16803::::::::60,Minor Upgrade,3,WARLOCK,Molten Core-40 Player,Shazzrah,[Bloodvine Boots],,3,FALSE,normal,Cloth,Feet,SHADOW RESIST FOR EMPS,Shazzrah
Dotzondeck-Netherwind,4/23/20,20:54:26,[Felheart Belt],16806,item:16806::::::::60,Offspec / PvP,2,WARLOCK,Molten Core-40 Player,Sulfuron Harbinger,[Nemesis Belt],,4,FALSE,normal,Cloth,Waist,fr set,Wiggly-Netherwind
Dotzondeck-Netherwind,4/26/20,17:35:27,[Nemesis Gloves],16928,item:16928::::::::60,Minor Upgrade,5,WARLOCK,Blackwing Lair-40 Player,Ebonroc,[Felcloth Gloves],,3,FALSE,normal,Cloth,Hands,not bis but bis SR for twin emps,Ebonroc
Dotzondeck-Netherwind,4/26/20,20:30:24,[Neltharion's Tear],19379,item:19379::::::::60,Best Available,7,WARLOCK,Blackwing Lair-40 Player,Nefarian,[Briarwood Reed],[Talisman of Ephemeral Power],1,FALSE,normal,Miscellaneous,Trinket,need for Emps,Nefarian
Berny-Netherwind,4/16/20,23:24:54,[Band of Servitude],22721,item:22721::::::::60,Mainspec/Need,3,MAGE,Zul'Gurub-20 Player,High Priestess Mar'li,[Iridium Circle of Intellect],[Iridium Circle of the Owl],1,FALSE,normal,Miscellaneous,Finger,,High Priestess Mar'li
Berny-Netherwind,4/24/20,0:15:40,[Primal Hakkari Shawl],19721,item:19721::::::::60,Mainspec /Need,1,MAGE,Zul'Gurub-20 Player,High Priest Thekal,,,2,FALSE,normal,Quest,,replace green,High Priest Thekal
Berny-Netherwind,4/24/20,0:52:38,[Jin'do's Judgement],19884,item:19884::::::::60,Mainspec /Need,2,MAGE,Zul'Gurub-20 Player,Jin'do the Hexxer,[Hypnotic Blade],[Orb of the Forgotten Seer],2,FALSE,normal,Staves,Two-Hand,Replace SM gear,Jin'do the Hexxer
Berny-Netherwind,4/30/20,21:00:18,[Band of Sulfuras],19138,item:19138::::::::60,Mainspec /Need,5,MAGE,Molten Core-40 Player,Ragnaros,[Band of Servitude],[Iridium Circle of Intellect],2,FALSE,normal,Miscellaneous,Finger,green ring replace,Ragnaros
Mogy-Netherwind,04/09/20,19:30:32,[Tome of Tranquilizing Shot],16665,item:16665::::::::60,Best Available,6,HUNTER,Molten Core-40 Player,Lucifron,,,1,FALSE,normal,Book,,,Lucifron
